year,month,day,dow,hour,minute
2016,9,13,1,14,49
2016,9,13,1,12,50
2016,9,13,1,12,12
2016,9,13,1,12,5
2016,9,13,1,11,31
2016,9,13,1,9,51
2016,9,13,1,9,42
2016,9,13,1,9,35
2016,9,13,1,8,37
2016,9,12,0,20,33
2016,9,12,0,16,35
2016,9,12,0,15,50
2016,9,12,0,15,49
2016,9,12,0,14,40
2016,9,12,0,14,25
2016,9,12,0,13,42
2016,9,12,0,12,59
2016,9,12,0,12,58
2016,9,12,0,12,58
2016,9,12,0,12,56
2016,9,12,0,12,44
2016,9,12,0,12,39
2016,9,12,0,12,21
2016,9,12,0,11,44
2016,9,12,0,11,10
2016,9,12,0,10,55
2016,9,12,0,10,39
2016,9,12,0,8,37
2016,9,10,5,16,35
2016,9,9,4,15,59
2016,9,9,4,15,20
2016,9,9,4,15,7
2016,9,9,4,14,38
2016,9,9,4,14,33
2016,9,9,4,14,30
2016,9,9,4,14,22
2016,9,9,4,12,13
2016,9,9,4,11,2
2016,9,9,4,10,25
2016,9,9,4,8,5
2016,9,8,3,21,43
2016,9,8,3,21,20
2016,9,8,3,19,53
2016,9,8,3,16,37
2016,9,8,3,16,27
2016,9,8,3,16,8
2016,9,8,3,16,8
2016,9,8,3,16,8
2016,9,8,3,15,46
2016,9,8,3,15,25
2016,9,8,3,15,1
2016,9,8,3,14,48
2016,9,8,3,14,47
2016,9,8,3,14,35
2016,9,8,3,14,31
2016,9,8,3,14,30
2016,9,8,3,13,44
2016,9,8,3,13,43
2016,9,8,3,12,22
2016,9,8,3,11,42
2016,9,8,3,11,41
2016,9,8,3,11,38
2016,9,8,3,10,41
2016,9,8,3,10,7
2016,9,8,3,10,7
2016,9,8,3,10,5
2016,9,7,2,21,51
2016,9,7,2,21,42
2016,9,7,2,16,43
2016,9,7,2,16,2
2016,9,7,2,15,53
2016,9,7,2,15,49
2016,9,7,2,15,27
2016,9,7,2,15,14
2016,9,7,2,14,0
2016,9,7,2,13,51
2016,9,7,2,13,48
2016,9,7,2,13,46
2016,9,7,2,13,41
2016,9,7,2,13,40
2016,9,7,2,13,39
2016,9,7,2,13,30
2016,9,7,2,13,2
2016,9,7,2,12,45
2016,9,7,2,12,45
2016,9,7,2,12,44
2016,9,7,2,12,38
2016,9,7,2,12,37
2016,9,7,2,12,35
2016,9,7,2,12,31
2016,9,7,2,12,20
2016,9,7,2,11,18
2016,9,7,2,11,7
2016,9,7,2,11,7
2016,9,7,2,11,5
2016,9,7,2,9,56
2016,9,7,2,8,32
2016,9,6,1,22,44
2016,9,6,1,17,16
2016,9,6,1,17,15
2016,9,6,1,17,4
2016,9,6,1,17,3
2016,9,6,1,16,27
2016,9,6,1,16,16
2016,9,6,1,16,8
2016,9,6,1,15,43
2016,9,6,1,15,29
2016,9,6,1,15,26
2016,9,6,1,13,55
2016,9,6,1,13,40
2016,9,6,1,13,22
2016,9,6,1,13,21
2016,9,6,1,13,20
2016,9,6,1,13,15
2016,9,6,1,12,46
2016,9,6,1,12,3
2016,9,6,1,10,54
2016,9,6,1,10,30
2016,9,6,1,10,22
2016,9,6,1,9,57
2016,9,6,1,9,24
2016,9,6,1,9,12
2016,9,6,1,8,35
2016,9,6,1,8,24
2016,9,5,0,13,36
2016,9,3,5,22,43
2016,9,3,5,22,42
2016,9,3,5,22,39
2016,9,3,5,3,54
2016,9,2,4,21,16
2016,9,2,4,19,40
2016,9,2,4,19,29
2016,9,2,4,14,46
2016,9,2,4,14,33
2016,9,2,4,14,32
2016,9,2,4,14,27
2016,9,2,4,14,14
2016,9,2,4,14,10
2016,9,2,4,14,7
2016,9,2,4,14,6
2016,9,2,4,14,6
2016,9,2,4,13,59
2016,9,2,4,13,52
2016,9,2,4,13,10
2016,9,2,4,12,20
2016,9,2,4,12,18
2016,9,2,4,12,12
2016,9,2,4,12,2
2016,9,2,4,11,55
2016,9,2,4,11,55
2016,9,2,4,11,55
2016,9,2,4,11,55
2016,9,2,4,11,26
2016,9,2,4,11,16
2016,9,2,4,10,44
2016,9,2,4,10,33
2016,9,2,4,10,20
2016,9,2,4,10,16
2016,9,2,4,10,15
2016,9,2,4,10,9
2016,9,2,4,10,8
2016,9,2,4,10,6
2016,9,2,4,10,5
2016,9,2,4,10,3
2016,9,2,4,9,6
2016,9,2,4,8,58
2016,9,2,4,8,34
2016,9,1,3,20,32
2016,9,1,3,17,19
2016,9,1,3,17,0
2016,9,1,3,16,45
2016,9,1,3,16,6
2016,9,1,3,16,0
2016,9,1,3,15,32
2016,9,1,3,15,24
2016,9,1,3,15,23
2016,9,1,3,15,22
2016,9,1,3,13,54
2016,9,1,3,13,52
2016,9,1,3,13,48
2016,9,1,3,13,35
2016,9,1,3,13,35
2016,9,1,3,13,25
2016,9,1,3,13,13
2016,9,1,3,13,13
2016,9,1,3,12,46
2016,9,1,3,12,45
2016,9,1,3,12,27
2016,9,1,3,10,26
2016,9,1,3,9,30
2016,8,31,2,23,13
2016,8,31,2,18,1
2016,8,31,2,16,34
2016,8,31,2,15,55
2016,8,31,2,15,26
2016,8,31,2,15,26
2016,8,31,2,15,14
2016,8,31,2,15,0
2016,8,31,2,14,49
2016,8,31,2,14,42
2016,8,31,2,14,36
2016,8,31,2,13,50
2016,8,31,2,13,50
2016,8,31,2,13,36
2016,8,31,2,13,28
2016,8,31,2,13,23
2016,8,31,2,13,22
2016,8,31,2,13,15
2016,8,31,2,11,4
2016,8,31,2,10,50
2016,8,31,2,10,1
2016,8,31,2,8,24
2016,8,31,2,8,10
2016,8,31,2,7,51
2016,8,31,2,7,43
2016,8,31,2,7,24
2016,8,30,1,16,55
2016,8,30,1,16,48
2016,8,30,1,16,0
2016,8,30,1,13,53
2016,8,30,1,12,46
2016,8,30,1,12,29
2016,8,30,1,12,28
2016,8,30,1,12,22
2016,8,30,1,12,8
2016,8,30,1,11,36
2016,8,30,1,11,7
2016,8,30,1,10,55
2016,8,30,1,10,53
2016,8,30,1,10,0
2016,8,30,1,9,27
2016,8,30,1,9,20
2016,8,30,1,9,15
2016,8,30,1,7,54
2016,8,29,0,21,35
2016,8,29,0,20,56
2016,8,29,0,17,55
2016,8,29,0,16,59
2016,8,29,0,16,56
2016,8,29,0,16,56
2016,8,29,0,16,55
2016,8,29,0,16,47
2016,8,29,0,16,35
2016,8,29,0,16,33
2016,8,29,0,16,31
2016,8,29,0,16,31
2016,8,29,0,16,31
2016,8,29,0,16,29
2016,8,29,0,16,27
2016,8,29,0,15,39
2016,8,29,0,15,29
2016,8,29,0,15,24
2016,8,29,0,14,58
2016,8,29,0,14,52
2016,8,29,0,14,44
2016,8,29,0,14,17
2016,8,29,0,14,6
2016,8,29,0,14,6
2016,8,29,0,13,58
2016,8,29,0,13,55
2016,8,29,0,13,55
2016,8,29,0,12,46
2016,8,29,0,12,39
2016,8,29,0,12,37
2016,8,29,0,11,46
2016,8,29,0,11,40
2016,8,29,0,10,59
2016,8,29,0,9,56
2016,8,29,0,9,29
2016,8,29,0,8,59
2016,8,29,0,8,24
2016,8,28,6,15,4
2016,8,28,6,11,54
2016,8,27,5,23,7
2016,8,26,4,16,49
2016,8,26,4,16,47
2016,8,26,4,16,25
2016,8,26,4,16,24
2016,8,26,4,14,14
2016,8,26,4,13,50
2016,8,26,4,12,57
2016,8,26,4,12,48
2016,8,26,4,12,34
2016,8,26,4,12,27
2016,8,26,4,11,56
2016,8,26,4,11,56
2016,8,26,4,11,29
2016,8,26,4,11,28
2016,8,26,4,11,5
2016,8,26,4,9,3
2016,8,26,4,9,2
2016,8,25,3,20,8
2016,8,25,3,17,29
2016,8,25,3,17,21
2016,8,25,3,17,19
2016,8,25,3,17,19
2016,8,25,3,17,13
2016,8,25,3,16,44
2016,8,25,3,16,37
2016,8,25,3,14,54
2016,8,25,3,14,54
2016,8,25,3,14,39
2016,8,25,3,14,24
2016,8,25,3,13,57
2016,8,25,3,13,53
2016,8,25,3,12,27
2016,8,25,3,10,59
2016,8,25,3,10,21
2016,8,25,3,10,2
2016,8,25,3,9,17
2016,8,25,3,9,12
2016,8,25,3,9,7
2016,8,25,3,8,18
2016,8,25,3,8,18
2016,8,24,2,23,44
2016,8,24,2,21,58
2016,8,24,2,16,0
2016,8,24,2,16,0
2016,8,24,2,15,28
2016,8,24,2,15,12
2016,8,24,2,12,29
2016,8,24,2,11,38
2016,8,24,2,11,25
2016,8,24,2,11,11
2016,8,24,2,10,7
2016,8,24,2,9,59
2016,8,24,2,9,59
2016,8,24,2,9,58
2016,8,24,2,9,47
2016,8,24,2,9,37
2016,8,24,2,9,19
2016,8,24,2,9,13
2016,8,23,1,22,55
2016,8,23,1,22,26
2016,8,23,1,15,34
2016,8,23,1,15,31
2016,8,23,1,12,18
2016,8,23,1,12,11
2016,8,23,1,12,0
2016,8,23,1,11,30
2016,8,23,1,11,24
2016,8,23,1,10,28
2016,8,23,1,9,35
2016,8,23,1,9,23
2016,8,23,1,9,21
2016,8,23,1,9,19
2016,8,23,1,9,19
2016,8,23,1,9,14
2016,8,23,1,8,56
2016,8,23,1,8,49
2016,8,23,1,3,3
2016,8,22,0,21,53
2016,8,22,0,17,26
2016,8,22,0,16,34
2016,8,22,0,14,10
2016,8,22,0,13,59
2016,8,22,0,13,48
2016,8,22,0,12,48
2016,8,22,0,11,58
2016,8,22,0,11,48
2016,8,22,0,11,44
2016,8,22,0,11,41
2016,8,22,0,11,36
2016,8,22,0,11,23
2016,8,22,0,10,58
2016,8,22,0,10,57
2016,8,22,0,10,47
2016,8,19,4,15,20
2016,8,19,4,11,28
2016,8,19,4,10,55
2016,8,19,4,4,2
2016,8,18,3,22,59
2016,8,18,3,19,52
2016,8,18,3,14,54
2016,8,18,3,14,24
2016,8,18,3,14,2
2016,8,18,3,13,53
2016,8,18,3,12,54
2016,8,18,3,12,30
2016,8,18,3,11,59
2016,8,18,3,11,54
2016,8,18,3,11,36
2016,8,18,3,11,28
2016,8,18,3,11,8
2016,8,18,3,9,57
2016,8,18,3,9,41
2016,8,18,3,9,33
2016,8,18,3,9,33
2016,8,18,3,6,32
2016,8,17,2,18,8
2016,8,17,2,16,39
2016,8,17,2,12,25
2016,8,17,2,11,17
2016,8,17,2,11,13
2016,8,17,2,10,21
2016,8,17,2,10,19
2016,8,17,2,10,0
2016,8,16,1,14,53
2016,8,16,1,14,14
2016,8,16,1,13,38
2016,8,16,1,13,10
2016,8,16,1,13,6
2016,8,16,1,10,47
2016,8,16,1,10,22
2016,8,16,1,9,42
2016,8,16,1,9,27
2016,8,16,1,9,20
2016,8,16,1,8,40
2016,8,16,1,7,14
2016,8,15,0,22,5
2016,8,15,0,15,58
2016,8,15,0,12,2
2016,8,15,0,11,23
2016,8,15,0,11,20
2016,8,15,0,11,9
2016,8,15,0,8,25
2016,8,13,5,19,4
2016,8,13,5,9,4
2016,8,12,4,16,24
2016,8,12,4,13,42
2016,8,12,4,11,29
2016,8,12,4,10,20
2016,8,12,4,10,7
2016,8,11,3,20,41
2016,8,11,3,15,36
2016,8,11,3,15,12
2016,8,11,3,14,56
2016,8,11,3,14,43
2016,8,11,3,14,42
2016,8,11,3,14,39
2016,8,11,3,14,39
2016,8,11,3,14,38
2016,8,11,3,13,54
2016,8,11,3,13,34
2016,8,11,3,13,14
2016,8,11,3,13,5
2016,8,11,3,11,10
2016,8,11,3,10,0
2016,8,11,3,9,11
2016,8,11,3,8,21
2016,8,10,2,14,41
2016,8,10,2,11,11
2016,8,9,1,17,8
2016,8,9,1,15,49
2016,8,9,1,13,52
2016,8,9,1,13,35
2016,8,9,1,13,25
2016,8,9,1,11,46
2016,8,9,1,10,46
2016,8,9,1,10,25
2016,8,9,1,8,8
2016,8,9,1,7,8
2016,8,9,1,0,18
2016,8,8,0,23,51
2016,8,8,0,16,3
2016,8,8,0,15,48
2016,8,8,0,15,38
2016,8,8,0,15,35
2016,8,8,0,15,16
2016,8,8,0,15,4
2016,8,8,0,14,27
2016,8,8,0,12,58
2016,8,8,0,12,57
2016,8,8,0,11,57
2016,8,8,0,11,35
2016,8,8,0,10,44
2016,8,8,0,10,20
2016,8,8,0,10,19
2016,8,8,0,10,15
2016,8,8,0,8,4
2016,8,8,0,7,11
2016,8,7,6,18,19
2016,8,5,4,16,18
2016,8,5,4,12,3
2016,8,5,4,10,13
2016,8,5,4,9,57
2016,8,5,4,9,1
2016,8,4,3,20,58
2016,8,4,3,19,48
2016,8,4,3,17,2
2016,8,4,3,16,39
2016,8,4,3,16,6
2016,8,4,3,14,15
2016,8,4,3,14,15
2016,8,4,3,13,48
2016,8,4,3,9,4
2016,8,3,2,15,43
2016,8,3,2,13,1
2016,8,3,2,12,37
2016,8,3,2,8,51
2016,8,2,1,18,28
2016,8,2,1,17,1
2016,8,2,1,14,25
2016,8,2,1,13,45
2016,8,2,1,11,59
2016,8,2,1,11,54
2016,8,2,1,10,48
2016,8,2,1,9,36
2016,8,2,1,7,18
2016,8,1,0,21,10
2016,8,1,0,16,59
2016,8,1,0,13,39
2016,8,1,0,12,47
2016,8,1,0,12,19
2016,8,1,0,12,9
2016,8,1,0,11,38
2016,8,1,0,11,33
2016,8,1,0,11,23
2016,8,1,0,11,20
2016,8,1,0,11,18
2016,8,1,0,11,18
2016,8,1,0,11,15
2016,8,1,0,11,13
2016,8,1,0,11,11
2016,8,1,0,11,8
2016,8,1,0,11,6
2016,8,1,0,10,58
2016,8,1,0,10,39
2016,8,1,0,9,45
2016,8,1,0,9,45
2016,8,1,0,8,53
2016,7,31,6,19,52
2016,7,30,5,20,6
2016,7,29,4,15,42
2016,7,29,4,15,38
2016,7,29,4,14,35
2016,7,29,4,14,25
2016,7,29,4,14,22
2016,7,29,4,14,17
2016,7,29,4,13,38
2016,7,29,4,13,34
2016,7,29,4,13,29
2016,7,29,4,12,59
2016,7,29,4,11,11
2016,7,29,4,10,32
2016,7,29,4,10,12
2016,7,29,4,10,4
2016,7,29,4,10,2
2016,7,28,3,21,55
2016,7,28,3,21,50
2016,7,28,3,21,49
2016,7,28,3,16,11
2016,7,28,3,16,7
2016,7,28,3,15,22
2016,7,28,3,15,21
2016,7,28,3,15,20
2016,7,28,3,15,17
2016,7,28,3,14,37
2016,7,28,3,14,17
2016,7,28,3,14,6
2016,7,28,3,13,48
2016,7,28,3,13,20
2016,7,28,3,13,16
2016,7,28,3,13,16
2016,7,28,3,13,11
2016,7,28,3,12,28
2016,7,28,3,12,1
2016,7,28,3,11,31
2016,7,28,3,11,7
2016,7,28,3,11,4
2016,7,28,3,10,2
2016,7,28,3,10,1
2016,7,27,2,16,0
2016,7,27,2,15,15
2016,7,27,2,13,49
2016,7,27,2,13,31
2016,7,27,2,13,19
2016,7,27,2,13,18
2016,7,27,2,12,15
2016,7,27,2,12,10
2016,7,27,2,11,4
2016,7,27,2,10,38
2016,7,27,2,4,21
2016,7,26,1,17,8
2016,7,26,1,14,24
2016,7,26,1,13,49
2016,7,26,1,13,48
2016,7,26,1,12,35
2016,7,26,1,10,50
2016,7,26,1,10,48
2016,7,26,1,10,22
2016,7,26,1,10,4
2016,7,26,1,9,38
2016,7,26,1,9,22
2016,7,26,1,7,18
2016,7,26,1,7,1
2016,7,25,0,16,49
2016,7,25,0,13,41
2016,7,25,0,13,35
2016,7,25,0,13,32
2016,7,22,4,13,8
2016,7,22,4,12,45
2016,7,22,4,11,16
2016,7,21,3,19,57
2016,7,21,3,9,18
2016,7,20,2,13,35
2016,7,20,2,8,41
2016,7,19,1,2,3
2016,7,18,0,13,32
2016,7,18,0,13,7
2016,7,18,0,9,51
2016,7,18,0,8,36
2016,7,14,3,16,53
2016,7,14,3,15,35
2016,7,3,6,9,12
2016,6,26,6,3,54
